"primary card id","trainer chinese name","subtype","規格標記","chinese text","jp text","eng text"
"cmo1u6px603tj5uee710fni4p","火箭隊的蘭斯","SUPPORTER","I","這張卡在先攻玩家的最初回合也可使用。  從自己的牌庫選擇最多3張【基礎】寶可夢的「火箭隊的寶可夢」，在給對手看過後加入手牌。並且重洗牌庫。","このカードは、先攻プレイヤーの最初の番でも使える。自分の山札からたねポケモンの「ロケット団のポケモン」を3枚まで選び、相手に見せて、手札に加える。そして山札を切る。","If you go first, you may use this card during your first turn.  Search your deck for up to 3 Basic Team Rocket’s Pokémon, reveal them, and put them into your hand. Then, shuffle your deck."
"cmo1u7fsk1cfj5ueebyzinuan","黑暗球","ITEM","H","查看自己的牌庫下方7張卡，從其中選擇1張寶可夢卡，在給對手看過後加入手牌。將剩餘卡放回牌庫並重洗。","自分の山札を下から7枚見て、その中からポケモンを1枚選び、相手に見せて、手札に加える。残りのカードは山札にもどして切る。","Look at the bottom 7 cards of your deck. You may reveal a Pokémon you find there and put it into your hand. Shuffle the other cards back into your deck."
"cmo1u6rb1068f5uee8xcvdaqw","千香果","TOOL","H","‌附有這張卡的寶可夢受到對手的【水】寶可夢招式的傷害時，那個傷害「-60」點，將這張卡丟棄。","このカードをつけているポケモンが、相手のポケモンからワザのダメージを受けるとき、そのダメージは「-60」され、このカードをトラッシュする。","If the Pokémon this card is attached to is damaged by an attack from your opponent’s {W} Pokémon, it takes 60 less damage (after applying Weakness and Resistance), and discard this card."
"cmo1u6yfm0ikq5uee0axsi1jo","遠古墓地","STADIUM","E","雙方玩家每次從自己的手牌將能量附於寶可夢（【超】寶可夢除外）身上時，在那隻寶可夢身上放置2個傷害指示物。","おたがいのプレイヤーは、それぞれ、自分の手札からエネルギーをポケモン（ポケモンをのぞく）につけるたび、そのポケモンにダメカンを2個のせる。",""
"cmobmx4sb3cvu2pc7q0z90s2u","招式學習器機","ITEM","H","從自己的牌庫選擇最多3張名稱中有「招式學習器」的「寶可夢道具」卡，在給對手看過後加入手牌。並且重洗牌庫。","","Search your deck for up to 3 Pokémon Tool cards that have “Technical Machine” in their name, reveal them, and put them into your hand. Then, shuffle your deck."
"cmo1u6pwc03s35ueegglrx3c1","艾莉絲的鬥志","SUPPORTER","I","這張卡必須將自己的1張手牌丟棄才可使用。   從牌庫抽卡直到自己的手牌滿6張為止。","このカードは、自分の手札を1枚トラッシュしなければ使えない。自分の手札が6枚になるように、山札を引く。","You can use this card only if you discard another card from your hand.  Draw cards until you have 6 cards in your hand."
"cmo1u6w220ehw5uee0fw94hsu","進化薰香","ITEM","D","從自己的牌庫選擇1張進化寶可夢卡，在給對手看過後加入手牌。並且重洗牌庫。","自分の山札から進化ポケモンを1枚選び、相手に見せて、手札に加える。そして山札を切る。",""
"cmo1u6tdq09tm5uee86byx65r","奇巴納","SUPPORTER","E","這張卡必須在上個對手的回合自己的寶可夢【昏厥】了才可使用。      從自己的棄牌區選擇1張基本能量卡，附於自己的寶可夢身上。然後，從自己的牌庫任意選擇1張卡加入手牌。並且重洗牌庫。","このカードは、前の相手の番に、自分のポケモンがきぜつしていなければ使えない。自分のトラッシュから基本エネルギーを1枚選び、自分のポケモンにつける。その後、自分の山札から好きなカードを1枚選び、手札に加える。そして山札を切る。",""
"cmo1u6ypj0j1x5uee5fg6r20y","橡膠手套","TOOL","E","附有這張卡的寶可夢使用的招式，對對手的戰鬥場的【雷】寶可夢造成的傷害「+30」點。","ポケモンのどうぐは、自分のポケモンにつけて使う。ポケモン1匹につき1枚だけつけられ、つけたままにする。",""
"cmo1u6ypl0j215ueep2c1j7j1","靈界面具","TOOL","E","當附有這張卡的寶可夢在戰鬥場受到對手的寶可夢招式的傷害時，對手選擇對手自己的1張手牌，將其丟棄。","ポケモンのどうぐは、自分のポケモンにつけて使う。ポケモン1匹につき1枚だけつけられ、つけたままにする。",""
"cmo1u6ypv0j2h5ueeirfgcaj7","希嘉娜的決心","SUPPORTER","E","這張卡必須將自己的2張手牌丟棄才可使用。       從自己的牌庫抽出與對手的場上寶可夢相同數量的卡。","このカードは、自分の手札を2枚トラッシュしなければ使えない。相手の場のポケモンの数ぶん、自分の山札を引く。",""
"cmo1u6rb8068r5ueeqf04h5t1","璀璨結晶","TOOL","H","附有這張卡的「太晶」寶可夢使用招式時，使用那個招式所需的能量減少1個。（減少的能量任何屬性皆可。）","このカードをつけている「テラスタル」のポケモンがワザを使うとき、そのワザを使うためのエネルギーは、1個ぶん少なくなる。（少なくなるのは、どのタイプのエネルギーでもよい。）","When the Tera Pokémon this card is attached to uses an attack, that attack costs 1 Energy less. (The Energy can be of any type.)"
"cmo1u7g3d1cwa5uee6hloxy7k","席藍","SUPPORTER","H","從自己的牌庫選擇最多3張「寶可夢【ex】」卡，在給對手看過後加入手牌。並且重洗牌庫。","自分の山札から「ポケモンex」を3枚まで選び、相手に見せて、手札に加える。そして山札を切る。","Search your deck for up to 3 Pokémon {ex}, reveal them, and put them into your hand. Then, shuffle your deck."
"cmo1u6rcu06bj5ueej6dh4dgm","杜若","SUPPORTER","H","查看自己的牌庫上方7張卡，從其中選擇寶可夢卡與訓練家卡各1張，在給對手看過後加入手牌。將剩餘卡放回牌庫並重洗。","自分の山札を上から7枚見て、その中からポケモンとトレーナーズを1枚ずつ選び、相手に見せて、手札に加える。残りのカードは山札にもどして切る。","Look at the top 7 cards of your deck. You may reveal a Pokémon and a Trainer card you find there and put them into your hand. Shuffle the other cards back into your deck."
"cmo1u7esz1arc5uee5fvt0ngy","枇琶","SUPPORTER","H","查看對手的手牌，從其中選擇最多2張物品卡，將其丟棄。","相手の手札を見て、その中からグッズを2枚まで選び、トラッシュする。","Your opponent reveals their hand, and you discard up to 2 Item cards you find there."
"cmo1u6ucb0bi15uee6xxlgl9d","珠貝","SUPPORTER","F","從自己的牌庫選擇【水】寶可夢卡與物品卡各1張，在給對手看過後加入手牌。並且重洗牌庫。","自分の山札からポケモンとグッズをそれぞれ1枚ずつ選び、相手に見せて、手札に加える。そして山札を切る。",""
"cmo1u7g321cvu5ueeqvzhcxho","奇跡耳麥","ITEM","H","從自己的棄牌區選擇最多2張支援者卡，在給對手看過後加入手牌。","自分のトラッシュからサポートを2枚まで選び、相手に見せて、手札に加える。","Put up to 2 Supporter cards from your discard pile into your hand."
"cmo1u6xo10hae5uee0x4vez3v","藤樹","SUPPORTER","E","從自己的牌庫選擇最多3張「連擊」【基礎】寶可夢卡，放置於備戰區。並且重洗牌庫。","自分の山札から「れんげき」のたねポケモンを3枚まで選び、ベンチに出す。そして山札を切る。",""
"cmo1u6ujx0bv75uee6vnk68b6","阿克羅瑪的實驗","SUPPORTER","F","查看自己的牌庫上方5張卡，選擇其中3張卡加入手牌。將剩餘卡放置於放逐區。","自分の山札を上から5枚見て、その中からカードを3枚選び、手札に加える。残りのカードはロストゾーンに置く。",""
"cmo1u6vcq0d9g5uee4dpil1ug","小菊兒的璀璨","SUPPORTER","E","選擇最多2隻自己的「匯流」寶可夢，從牌庫附給那些寶可夢各1張「匯流能量」卡。並且重洗牌庫。","自分の「フュージョン」のポケモンを2匹まで選び、山札から「フュージョンエネルギー」を1枚ずつつける。そして山札を切る。",""
"cmo1u7ezf1b2m5ueemtor7uq6","全金屬實驗室","STADIUM","H","雙方的【鋼】寶可夢，受到對手的寶可夢招式的傷害「-30」點。","おたがいのポケモンが、相手のポケモンから受けるワザのダメージは「-30」される。","{M} Pokémon (both yours and your opponent’s) take 30 less damage from attacks from the opponent’s Pokémon (after applying Weakness and Resistance)."
"cmo1u7iae1gk15ueebnc3m347","野餐女孩","SUPPORTER","H","擲1次硬幣。若為正面，則從自己的牌庫抽出4張卡，若為反面，則從自己的牌庫抽出2張卡。","コインを1回投げる。オモテなら4枚、ウラなら2枚、自分の山札を引く。",""
"cmo1u6oit01f85ueezhlyp34p","改造之錘","ITEM","H","選擇1個對手的場上寶可夢身上附加的特殊能量，將其丟棄。","相手の場のポケモンについている特殊エネルギーを1個選び、トラッシュする。","You can use this card only if you go second, and only during your first turn.  Put an Energy attached to 1 of your opponent’s Pokémon into their hand."
"cmo1u6pc102t05ueemqwpqc20","滿充的體貼","SUPPORTER","I","將自己的1隻「超級進化寶可夢【ex】」的HP全部恢復。然後，將恢復的寶可夢身上附加的能量卡全部放回手牌。","自分の「メガシンカex」1匹のHPを、すべて回復する。その後、回復したポケモンについているエネルギーを、すべて手札にもどす。","Heal all damage from 1 of your Mega Evolution Pokémon {ex}. If you healed any damage in this way, put all Energy attached to that Pokémon into your hand."
"cmo1u6q0g03z85uee5qnkz3v4","勇氣護符","TOOL","G","附有這張卡的【基礎】寶可夢的最大HP「+50」。","このカードをつけているたねポケモンの最大HPは「＋50」される。",""
"cmo1u7fei1bs25ueey1qcmry7","中立中心","STADIUM","H","雙方的所有寶可夢（「擁有規則的寶可夢」除外），不會受到對手的「寶可夢【ex】・【V】」招式的傷害。    這張卡只要在棄牌區，無法加入手牌，無法放回牌庫。","おたがいのポケモン（「ルールを持つポケモン」をのぞく）全員は、相手の「ポケモンex・V」からワザのダメージを受けない。このカードは、トラッシュにあるかぎり、手札に加えられず、山札にもどせない。","Prevent all damage done to Pokémon that don’t have a Rule Box (both yours and your opponent’s) by attacks from the opponent’s Pokémon {ex} and Pokémon {V}. (Pokémon {ex}, Pokémon {V}, etc. have Rule Boxes.)  This card can’t be put into your hand or deck from the discard pile."
"cmo1u6ve10dbo5ueee8ukfn9z","熔岩的瀑布深潭","STADIUM","F","雙方玩家在每個自己的回合時，可使用1次，可從自己的棄牌區選擇1張【火】能量卡，附於自己的備戰區的【火】寶可夢身上。這個情況下，在附上那張卡的寶可夢身上放置2個傷害指示物。","おたがいのプレイヤーは、自分の番ごとに1回、自分のトラッシュからエネルギーを1枚選び、自分のベンチのポケモンにつけてよい。その場合、つけたポケモンにダメカンを2個のせる。",""
"cmo1u6vdp0db45ueebazhdfx3","暴風雨山脈","STADIUM","E","雙方玩家在每個自己的回合時，可使用1次，可從自己的牌庫選擇1張【雷】或者【龍】屬性的【基礎】寶可夢卡，放置於備戰區。並且重洗牌庫。","おたがいのプレイヤーは、自分の番ごとに1回、自分の山札からまたはタイプのたねポケモンを1枚選び、ベンチに出してよい。そして山札を切る。",""
"cmo1u7fe21bra5uee7420apzi","仙后","SUPPORTER","H","這張卡只有在自己的手牌只有這1張時才可使用。    從自己的牌庫任意選擇最多2張卡加入手牌。並且重洗牌庫。","このカードは、自分の手札がこのカード1枚だけのときにしか使えない。自分の山札から好きなカードを2枚まで選び、手札に加える。そして山札を切る。","You can use this card only when it is the last card in your hand.  Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck."
"cmo1u7hat1ey35ueelhxchnyy","短褲小子","SUPPORTER","G","將自己的手牌全部放回牌庫並重洗。然後，從牌庫抽出5張卡。","自分の手札をすべて山札にもどして切る。その後、山札を5枚引く。",""
"cmo1u7azk146l5uee5b1uyi2h","滑稽演員","SUPPORTER","I","雙方玩家各將手牌全部放回牌庫並重洗。然後，自己擲1次硬幣，若為正面，則從牌庫抽卡，自己抽出5張，對手抽出3張。若為反面，則從牌庫抽卡，自己抽出3張，對手抽出5張。","おたがいのプレイヤーは、それぞれ手札をすべて山札にもどして切る。その後、自分はコインを1回投げ、オモテなら自分は5枚、相手は3枚、山札を引く。ウラなら自分は3枚、相手は5枚、山札を引く。","Each player shuffles their hand into their deck. Then, flip a coin. If heads, you draw 5 cards, and your opponent draws 3 cards. If tails, you draw 3 cards, and your opponent draws 5 cards."
"cmo1u8jid390d5uee7ddbog0i","大陽傘","TOOL","D","寶可夢道具卡，附於自己的寶可夢使用。1隻寶可夢只可附上1張寶可夢道具卡，並且保持附加狀態。","",""
"cmo1u79pr11zb5ueesppju1oq","古魯夏","SUPPORTER","G","從牌庫抽卡直到自己的手牌滿5張為止。若自己的場上寶可夢身上1張能量卡都沒有附加，則抽卡直到滿7張為止。","自分の手札が5枚になるように、山札を引く。自分の場のポケモンにエネルギーが1枚もついていないなら、7枚になるように引く。",""
"cmo1u7cul17ci5ueepb7xp5rk","皮拿","SUPPORTER","G","選擇對手的所有寶可夢身上各自附加的特殊能量各1個，將其丟棄。","相手のポケモン全員についている特殊エネルギーをそれぞれ1個ずつ選び、トラッシュする。","Discard a Special Energy from each of your opponent’s Pokémon."
"cmo1u7adq134j5ueeqs1g9bcv","阻礙之塔","STADIUM","H","雙方的所有寶可夢身上附加的「寶可夢道具」卡的效果全部消除。","おたがいのポケモン全員についている「ポケモンのどうぐ」の効果は、すべてなくなる。","Pokémon Tools attached to each Pokémon (both yours and your opponent’s) have no effect."
"cmo1u6u870baz5ueekcvi20eb","通頂雪道","STADIUM","E","雙方場上的「擁有規則的寶可夢」的特性全部消除。","おたがいの場の「ルールを持つポケモン」の特性は、すべてなくなる。",""
"cmo1u7a4v12pc5ueetd6x5fem","激動競技場","STADIUM","H","雙方場上所有【基礎】寶可夢的最大HP各「+30」。","おたがいの場のたねポケモン全員の最大HPは、それぞれ「＋30」される。","Each Basic Pokémon in play (both yours and your opponent’s) gets +30 HP."
"cmo1u7p9n1sjj5ueegi38f6q8","招式學習器 演進","TOOL","G","附有這張卡的寶可夢，可使用這張卡上寫的招式。[需要有足夠使用招式的能量。] 將附於寶可夢身上的這張卡，在自己的回合結束時丟棄。","自分のベンチポケモンを2匹まで選び、そのポケモンから進化するカードを、自分の山札から1枚ずつ選び、それぞれにのせて進化させる。そして山札を切る。",""
"cmo1u7eob1aja5ueek1m0owy0","緊急滑板","TOOL","H","附有這張卡的寶可夢，【撤退】所需的能量減少1個。若那隻寶可夢的剩餘HP為「30」以下，則【撤退】所需的能量全部消除。","このカードをつけているポケモンは、にげるためのエネルギーが1個ぶん少なくなる。そのポケモンの残りHPが「30」以下なら、にげるためのエネルギーは、すべてなくなる。","The Retreat Cost of the Pokémon this card is attached to is {C} less. If that Pokémon’s remaining HP is 30 or less, it has no Retreat Cost."
"cmo1u6ucd0bi55ueen7bwbhhf","查克洛","SUPPORTER","F","在這個回合，自己的【鬥】寶可夢使用的招式，對對手的戰鬥寶可夢造成的傷害「+30」點。  在自己的回合，若將自己的2張手牌（「查克洛」除外）丟棄，則可從自己的棄牌區將這張「查克洛」給對手看過後加入手牌。（在自己的回合時可使用的支援者卡的張數中，不包含這個效果。）","この番、自分のポケモンが使うワザの、相手のバトルポケモンへのダメージは「+30」される。自分の番に、自分の手札（「ザクロ」をのぞく）を2枚トラッシュするなら、この「ザクロ」を自分のトラッシュから、相手に見せて、手札に加える。（この効果は、自分の番に使えるサポートの枚数にふくまない。）",""
"cmo1u8jt039h45ueeuw9p99ml","堅韌斗篷","TOOL","D","寶可夢道具卡，附於自己的寶可夢使用。1隻寶可夢只可附上1張寶可夢道具卡，並且保持附加狀態。","",""
"cmo1u6rdo06cz5uee6bqd0bsg","賽吉","SUPPORTER","H","從自己的牌庫選擇1張自己的1隻場上寶可夢進化而來的卡（擁有特性的寶可夢除外），放置於那隻寶可夢身上完成進化。並且重洗牌庫。（對對戰準備時使出的寶可夢或這個回合剛使出的寶可夢也可使用。）","自分の場のポケモン1匹から進化するカード（特性を持つポケモンをのぞく）を、自分の山札から1枚選び、そのポケモンにのせて進化させる。そして山札を切る。（対戦準備で出したポケモンや、この番出したばかりのポケモンにも使える。）","Search your deck for a card that has no Abilities and evolves from 1 of your Pokémon, and put it onto that Pokémon to evolve it. Then, shuffle your deck. You can use this card on a Pokémon you put down when you were setting up to play or on a Pokémon that was put into play this turn."
"cmo1u6t4x09eb5ueemeimp4l1","活力頭帶","TOOL","G","附有這張卡的寶可夢使用的招式，對對手的戰鬥寶可夢造成的傷害「+10」點。","ポケモンのどうぐは、自分のポケモンにつけて使う。ポケモン1匹につき1枚だけつけられ、つけたままにする。",""
"cmo1u6yxo0jf85ueefx20n1io","滑板選手的公園","STADIUM","E","雙方的戰鬥寶可夢【撤退】時，若丟棄的能量為基本能量，則不丟棄那些能量，而是放回自己的手牌。","おたがいのバトルポケモンがにげるとき、トラッシュするエネルギーが基本エネルギーなら、そのエネルギーはトラッシュせず、自分の手札にもどす。",""
"cmo1u6y9t0iao5ueegdlnqswr","生存組合","ITEM","E","查看自己的牌庫下方3張卡，以任意順序排列，放回牌庫上方。","©Pokémon. ©Nintendo/Creatures Inc./GAME FREAK inc.ポケットモンスター・ポケモン・Pokémonは任天堂・クリーチャーズ・ゲームフリークの登録商標です。このホームページに掲載された画像その他の内容の無断転載はお断りします。",""
"cmp2dg2ol2w0q116cakd9rt7u","正輝的輸送[支援者]","SUPPORTER","G","查看自己的牌庫上方8張卡，從其中選擇任意數量的寶可夢卡，在給對手看過後加入手牌。將剩餘卡放回牌庫並重洗。","自分の山札を上から8枚見て、その中からポケモンを好きなだけ選び、相手に見せて、手札に加える。残りのカードは山札にもどして切る。","Look at the top 8 cards of your deck. You may reveal any number of Pokémon you find there and put them into your hand. Shuffle the other cards back into your deck."
"cmo1u6xnn0h9q5ueevtsv2x2d","梨花的信念","SUPPORTER","E","在這個回合，自己的「一擊」寶可夢使用的招式，對對手的戰鬥寶可夢造成的傷害，依對手已經獲得的獎賞卡每1張「+20」點。","この番、自分の「いちげき」のポケモンが使うワザの、相手のバトルポケモンへのダメージは、相手がすでにとったサイド1枚につき「+20」される。",""
"cmo1u6pz503ww5ueeaynla0qz","電氣發生器","ITEM","G","查看自己的牌庫上方5張卡，從其中選擇最多2張「基本【雷】能量」卡，以任意方式附於備戰區的【雷】寶可夢身上。將剩餘卡放回牌庫並重洗。","自分の山札を上から5枚見て、その中から「基本エネルギー」を2枚まで選び、ベンチのポケモンに好きなようにつける。残りのカードは山札にもどして切る。",""
"cmo1u8kbd3aah5ueebclymtel","普通釣竿","ITEM","D","從自己的棄牌區選擇最多2張寶可夢卡與最多2張基本能量卡，在給對手看過後放回牌庫並重洗。（可只選擇寶可夢卡或者只選擇基本能量卡。）","",""
"cmo1u8kce3ac95uee6zmorduc","鄧培","SUPPORTER","D","從自己的牌庫抽出2張卡。與對手玩家猜拳，若己方獲勝，則再抽出2張卡。","",""
"cmo1u7btc15ln5uee9uo38tf9","米莫莎","SUPPORTER","G","從自己的棄牌區選擇最多5張寶可夢卡，在給對手看過後放回牌庫並重洗。然後，從牌庫抽出3張卡。","自分のトラッシュからポケモンを5枚まで選び、相手に見せて、山札にもどして切る。その後、山札を3枚引く。",""
"cmo1u6pj003535ueearu1et49","小光","SUPPORTER","I","從自己的牌庫選擇「【基礎】寶可夢」卡「【1階進化】寶可夢」卡「【2階進化】寶可夢」卡各一張，在給對手看過後加入手牌。並且重洗牌庫。","自分の山札から「たねポケモン」「1進化ポケモン」「2進化ポケモン」を1枚ずつ選び、相手に見せて、手札に加える。そして山札を切る。","Search your deck for a Basic Pokémon, a Stage 1 Pokémon, and a Stage 2 Pokémon, reveal them, and put them into your hand. Then, shuffle your deck."
"cmo1u6pjc035n5ueevfuyyjby","暈眩山谷","STADIUM","I","雙方的【混亂】的寶可夢，就算進化・退化，【混亂】也不會恢復。","おたがいのこんらんのポケモンは、進化・退化してもこんらんが回復しない。","Confused Pokémon (both yours and your opponent’s) don’t recover from that Special Condition when they evolve or devolve."
"cmo1u6y4d0i175ueepwefc53g","雪葉徽章","TOOL","E","寶可夢道具卡，附於自己的寶可夢使用。1隻寶可夢只可附上1張寶可夢道具卡，並且保持附加狀態。","ポケモンのどうぐは、自分のポケモンにつけて使う。ポケモン1匹につき1枚だけつけられ、つけたままにする。",""
"cmo1u6y4g0i1b5ueeti8fsoft","月亮與太陽徽章","TOOL","E","寶可夢道具卡，附於自己的寶可夢使用。1隻寶可夢只可附上1張寶可夢道具卡，並且保持附加狀態。","ポケモンのどうぐは、自分のポケモンにつけて使う。ポケモン1匹につき1枚だけつけられ、つけたままにする。",""
"cmo1u7em21afe5ueez11bdora","管理員","SUPPORTER","H","從自己的牌庫抽出2張卡。然後，若場上有「居民會館」，則不丟棄這張「管理員」，而是放回牌庫並重洗。","自分の山札を2枚引く。その後、場に「公民館」が出ているなら、この「管理人」はトラッシュせず、山札にもどして切る。","Draw 2 cards. If you drew any cards in this way and if Community Center is in play, shuffle this Caretaker into your deck instead of discarding it."
"cmo1u6ykg0it45ueevznyxmtl","掉包杯","ITEM","E","選擇1張自己的手牌，與牌庫上方的卡互換。","©Pokémon. ©Nintendo/Creatures Inc./GAME FREAK inc.ポケットモンスター・ポケモン・Pokémonは任天堂・クリーチャーズ・ゲームフリークの登録商標です。このホームページに掲載された画像その他の内容の無断転載はお断りします。",""
"cmo1u6vcd0d8s5ueerwr7xusg","救援行李箱","ITEM","E","從自己的棄牌區選擇最多2張HP為「90」以下的寶可夢卡，在給對手看過後加入手牌。","自分のトラッシュからHPが「90」以下のポケモンを2枚まで選び、相手に見せて、手札に加える。",""
"cmo1u6tdn09ti5ueel1jxj9rm","彩豆","SUPPORTER","D","將自己的牌庫上方5張卡丟棄，將其中的能量卡全部以任意方式附於備戰區的【鬥】寶可夢身上。","自分の山札を上から5枚トラッシュし、その中にあるエネルギーをすべて、ベンチのポケモンに好きなようにつける。",""
"cmo1u6xns0h9y5ueeqoeh7oba","山谷回音喇叭","ITEM","E","從對手的棄牌區選擇1張【基礎】寶可夢卡，放置於對手的備戰區。","相手のトラッシュからたねポケモンを1枚選び、相手のベンチに出す。",""
"cmo1u6vbw0d805ueeb9eynkgm","霧之水晶","ITEM","E","從自己的牌庫選擇1張【超】屬性的【基礎】寶可夢卡或者【超】能量卡，在給對手看過後加入手牌。並且重洗牌庫。","自分の山札からタイプのたねポケモンまたはエネルギーを1枚選び、相手に見せて、手札に加える。そして山札を切る。",""
"cmo1u6rcy06br5uee9n9sdm17","悟松","SUPPORTER","H","雙方玩家各將自己的手牌全部翻回反面並重洗，放回牌庫下方。然後，雙方玩家各擲1次硬幣，若為正面，則從牌庫抽出6張卡，若為反面，則從牌庫抽出3張卡。","おたがいのプレイヤーは、それぞれ自分の手札をすべてウラにして切り、山札の下にもどす。その後、おたがいのプレイヤーは、それぞれコインを1回投げ、オモテなら6枚、ウラなら3枚、山札を引く。","Each player shuffles their hand and puts it on the bottom of their deck. If either player put any cards on the bottom of their deck in this way, each player flips a coin. If heads, that player draws 6 cards. If tails, they draw 3 cards."
"cmo1u6te609ue5ueezpkku28u","克拉拉","SUPPORTER","E","從自己的棄牌區選擇最多2張寶可夢卡與最多2張基本能量卡，在給對手看過後加入手牌。（可只選擇寶可夢卡或者只選擇基本能量卡。）","自分のトラッシュからポケモンを2枚までと、基本エネルギーを2枚まで選び、相手に見せて、手札に加える。（ポケモンまたは基本エネルギーのどちらかだけでもよい。）",""
"cmo1u7f7o1bgg5ueecee5omsq","秘密箱","ITEM","H","這張卡必須將自己的3張手牌丟棄才可使用。  從自己的牌庫選擇「物品」「寶可夢道具」「支援者」「競技場」卡各1張，在給對手看過後加入手牌。並且重洗牌庫。","このカードは、自分の手札を3枚トラッシュしなければ使えない。自分の山札から「グッズ」「ポケモンのどうぐ」「サポート」「スタジアム」を1枚ずつ選び、相手に見せて、手札に加える。そして山札を切る。","You can use this card only if you discard 3 other cards from your hand.    Search your deck for an Item card, a Pokémon Tool card, a Supporter card, and a Stadium card, reveal them, and put them into your hand. Then, shuffle your deck."
"cmo1u7bek14wq5ueegkfmqmz2","凰檗","SUPPORTER","G","選擇1張自己的手牌，放回牌庫下方。然後，從牌庫抽卡直到自己的手牌滿5張為止。（若自己的手牌只有這1張，則無法使用這張卡。）","自分の手札を1枚選び、山札の下にもどす。その後、自分の手札が5枚になるように、山札を引く。（自分の手札がこのカード1枚だけなら、このカードは使えない。）",""
"cmo1u8ipo37ok5ueem432k3un","嘉德麗雅","SUPPORTER","E","選擇任意數量的自己的手牌，以任意順序排列，放回牌庫下方。然後，從牌庫抽出與放回的張數相同數量的卡。","",""
"cmo1u70wp0mtq5uee96q2nwd2","捕蟲少年","SUPPORTER","E","從自己的牌庫抽出2張卡。擲1次硬幣若為正面，則再抽出2張卡。","©Pokémon. ©Nintendo/Creatures Inc./GAME FREAK inc.ポケットモンスター・ポケモン・Pokémonは任天堂・クリーチャーズ・ゲームフリークの登録商標です。このホームページに掲載された画像その他の内容の無断転載はお断りします。",""
"cmo1u8l5n3bq65ueew20vtcme","洛拍棒","ITEM","H","查看自己的牌庫上方4張卡，從其中選擇任意數量的支援者卡，在給對手看過後加入手牌。將剩餘卡放回牌庫並重洗。","","Look at the top 4 cards of your deck. You may reveal any number of Supporter cards you find there and put them into your hand. Shuffle the other cards back into your deck."
"cmo1u7aay12zu5ueeui0ad1r4","火箭隊的妨礙機器人","ITEM","I","選擇1張對手的反面朝上的獎賞卡，並在不看正面的情況下，從對手的手牌選擇1張，查看各自的正面。若希望，令對手互換所選的卡。（在對戰結束前，那張獎賞卡維持正面朝上。）","ウラになっている相手のサイド1枚と、相手の手札からオモテを見ないで1枚選び、それぞれオモテを見る。のぞむなら、選んだカードを相手に入れ替えさせる。（対戦が終わるまで、そのサイドはオモテのまま。）","Turn 1 of your opponent’s face-down Prize cards face up and choose a random card from your opponent’s hand. Your opponent reveals that card. You may have your opponent switch those cards. (That Prize card remains face up for the rest of the game.)"
"cmo1u6uc30bho5ueenb3qih10","洗翠的沉重球","ITEM","F","查看自己的所有反面朝上的獎賞卡的正面。從其中選擇1張【基礎】寶可夢卡，在給對手看過後，與這張「洗翠的沉重球」卡互換並加入手牌。將看過的獎賞卡與換入的卡全部翻回反面並重洗，作為獎賞卡放置。","ウラになっている自分のサイドのオモテをすべて見る。その中からたねポケモンを1枚選び、相手に見せて、この「ヒスイのヘビーボール」と入れ替えて、手札に加える。見たサイドや入れ替えたカードはすべてウラにして切り、サイドとして置く。",""
"cmo1u6rbv069v5ueeeqlqr0zc","莓榴果","TOOL","H","附有這張卡的寶可夢受到對手的【龍】寶可夢招式的傷害時，那個傷害「-60」點，將這張卡丟棄。","このカードをつけているポケモンが、相手のポケモンからワザのダメージを受けるとき、そのダメージは「-60」され、このカードをトラッシュする。","If the Pokémon this card is attached to is damaged by an attack from your opponent’s {N} Pokémon, it takes 60 less damage (after applying Weakness and Resistance), and discard this card."
"cmo1u7c6m166i5ueerzgejti6","陳舊的甲殼化石","ITEM","G","這張卡可作為HP60的【無】屬性的【基礎】寶可夢放置於場上。這張卡不會陷入特殊狀態，無法撤退。 若在自己的回合中，則可將場上的這張卡丟棄。  [特性]甲殼鎧甲 這隻寶可夢受到招式的傷害「-30」點。 | 在自己的回合時，物品卡可不限張數使用。","このポケモンが受けるワザのダメージは「-30」される。",""
"cmo1u8l9g3bwj5ueee4x54tmb","慶祝開場樂","STADIUM","H","雙方玩家在每個自己的回合時，可使用1次，可將自己的所有寶可夢各恢復「10」HP。這個情況下，自己的回合結束。","",""
"cmo1u6ram067q5ueemxmbibl1","火箭隊的超級球","ITEM","I","擲1次硬幣。若為正面，則從自己的牌庫選擇1張進化寶可夢的「火箭隊的寶可夢」，若為反面，則選擇1張【基礎】寶可夢的「火箭隊的寶可夢」，在給對手看過後加入手牌。並且重洗牌庫。","コインを1回投げる。オモテなら進化ポケモンの「ロケット団のポケモン」、ウラならたねポケモンの「ロケット団のポケモン」を自分の山札から1枚選び、相手に見せて、手札に加える。そして山札を切る。","Flip a coin. If heads, search your deck for an Evolution Team Rocket’s Pokémon, reveal it, and put it into your hand. If tails, search your deck for a Basic Team Rocket’s Pokémon, reveal it, and put it into your hand. Then, shuffle your deck."
"cmo1u6pxo03uf5ueel2ql1xsm","化朗鎮","STADIUM","I","雙方的「赫普的寶可夢」使用的招式，對對手的戰鬥寶可夢造成的傷害「+30」點。","おたがいの「ホップのポケモン」が使うワザの、相手のバトルポケモンへのダメージは「+30」される。","Attacks used by Hop’s Pokémon (both yours and your opponent’s) do 30 more damage to the opponent’s Active Pokémon (before applying Weakness and Resistance)."
