"primary card id","chinese name","pokedex id","field type","規格標記","chinese text","jp text","eng text"
"cmo1u80uk2cez5ueevky2mylc","鐵臂膀ex","0992","attack","G","若對手的寶可夢因這個招式的傷害而【昏厥】了，則多獲得1張獎賞卡。","このワザのダメージで、相手のポケモンがきぜつしたなら、サイドを1枚多くとる。",""
"cmo1u7w3l247i5ueel8ry2n8c","摔角鷹人","0701","ability","G","在自己的回合，從手牌將這張卡放置於備戰區時，可使用1次。在對手的2隻備戰寶可夢身上，各放置1個傷害指示物。","自分の番に、このカードを手札からベンチに出したとき、1回使える。相手のベンチポケモン2匹に、それぞれダメカンを1個のせる。","When you play this Pokémon from your hand onto your Bench during your turn, you may choose 2 of your opponent’s Benched Pokémon and put 1 damage counter on each of them."
"cmo1u8ie6374p5uee5e5g1lbx","大岩蛇","0095","attack","E","這隻寶可夢也受到60點傷害。","","This Pokémon also does 60 damage to itself."
"cmo1u80vs2ch35ueehvbviu4q","七夕青鳥ex","0334","ability","G","在自己的回合時可使用1次。將自己的所有寶可夢各恢復「20」HP。","自分の番に1回使える。自分のポケモン全員のHPを、それぞれ「20」回復する。","Once during your turn, you may heal 20 damage from each of your Pokémon."
"cmo1u79ha11kx5ueeeq2lzyk4","蒼響V-UNION","0888","attack","E","對戰中可放置1次，在自己的回合將自己的棄牌區中4種蒼響【V-UNION】加以組合，放置於備戰區。 | 從自己的棄牌區選擇最多2張【鋼】能量卡，附於這隻寶可夢身上。 | 在下個對手的回合，受到這個招式的寶可夢使用招式的傷害「-150」點。 | 選擇3個這隻寶可夢身上附加的能量，將其丟棄。 | 寶可夢【V-UNION】【氣絕】時，對手獲得3張獎賞卡。","自分のトラッシュからエネルギーを2枚まで選び、このポケモンにつける。 | 次の相手の番、このワザを受けたポケモンが使うワザのダメージは「-150」される。 | このポケモンについているエネルギーを3個選び、トラッシュする。",""
"cmo1u855y2jpq5ueew9k91bkh","蓋歐卡ex","0382","attack","H","若希望，將對手的戰鬥寶可夢與備戰寶可夢互換。[由對手選擇放置於戰鬥場的寶可夢。] | 選擇2個這隻寶可夢身上附加的能量，將其丟棄。","のぞむなら、相手のバトルポケモンをベンチポケモンと入れ替える。［バトル場に出すポケモンは相手が選ぶ。］ | このポケモンについているエネルギーを2個選び、トラッシュする。","You may switch out your opponent’s Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.) | Discard 2 Energy from this Pokémon."
"cmo1u6p3s02eu5uee2a6zubkd","無畏小子","0236","attack","I","擲硬幣直到出現反面，增加正面出現的次數×30點傷害。","ウラが出るまでコインを投げ、オモテの数×30ダメージ追加。","Flip a coin until you get tails. This attack does 30 more damage for each heads."
"cmo1u8ier375p5uee7f7a6nui","師父鼬","0620","attack","E","將對手的戰鬥寶可夢【混亂】。將這隻寶可夢與附加的卡，全部放回自己的牌庫並重洗。","","Your opponent’s Active Pokémon is now Confused. Shuffle this Pokémon and all attached cards into your deck."
"cmo1u7pjc1t0a5ueeuugwde67","熔岩蝸牛ex","0219","attack","H","只要這隻寶可夢在備戰區，不會受到招式的傷害。 | 將對手的戰鬥寶可夢【灼傷】。 | 將雙方的牌庫上方各1張卡丟棄，增加其中能量卡的張數×140點傷害。","相手のバトルポケモンをやけどにする。 | おたがいの山札を上から1枚ずつトラッシュし、その中にあるエネルギーの枚数×140ダメージ追加。","Your opponent’s Active Pokémon is now Burned. | Discard the top card of each player’s deck. This attack does 140 more damage for each Energy card discarded in this way."
"cmo1u6y3b0hza5ueeti266dj8","頑皮熊貓","0674","attack","E","從自己的牌庫選擇最多2張【惡】能量卡，附於這隻寶可夢身上。並且重洗牌庫。","自分の山札からエネルギーを2枚まで選び、このポケモンにつける。そして山札を切る。",""
"cmo1u7qa31ua25uee74hyvbsz","齒輪兒","0599","attack","I","在下個對手的回合，這隻寶可夢受到招式的傷害「-10」點。","次の相手の番、このポケモンが受けるワザのダメージは「-10」される。","During your opponent’s next turn, this Pokémon takes 10 less damage from attacks (after applying Weakness and Resistance)."
"cmo1u7xf526i95ueehuf7uv06","鐵蟻","0632","attack","I","若自己的備戰區有「鐵蟻」，則增加20點傷害。","自分のベンチに「アイアント」がいるなら、20ダメージ追加。","If Durant is on your Bench, this attack does 20 more damage."
"cmo1u8kfs3ahy5ueekwurtxzs","焰后蜥","0758","attack","E","將對手的戰鬥寶可夢【混亂】。 | 造成對手的戰鬥寶可夢處於特殊狀態的數量×90點傷害。","","Your opponent’s Active Pokémon is now Confused. | This attack does 90 damage for each Special Condition affecting your opponent’s Active Pokémon."
"cmo1u7pvg1tl15ueehmr1vkvi","鐵荊棘ex","0995","ability","H","只要這隻寶可夢在戰鬥場上，雙方場上「擁有規則的寶可夢」（「未來」寶可夢除外）的特性全部消除。","このポケモンがバトル場にいるかぎり、おたがいの場の「ルールを持つポケモン」（「未来」のポケモンをのぞく）の特性は、すべてなくなる。","As long as this Pokémon is in the Active Spot, Pokémon with a Rule Box in play (both yours and your opponent’s) have no Abilities, except for Future Pokémon. (Pokémon {ex}, Pokémon {V}, etc. have Rule Boxes.)"
"cmo1u811s2cr95ueevv174jzh","洗翠 風速狗","0059","attack","H","若自己的備戰寶可夢身上放置有傷害指示物，則增加90點傷害。 | 將對手的戰鬥寶可夢【灼傷】。","自分のベンチポケモンにダメカンがのっているなら、90ダメージ追加。 | 相手のバトルポケモンをやけどにする。","If your Benched Pokémon have any damage counters on them, this attack does 90 more damage. | Your opponent’s Active Pokémon is now Burned."
"cmo1u7y6z27uh5ueer2aupa9t","布土撥","0922","attack","G","擲1次硬幣若為正面，則將對手的戰鬥寶可夢【麻痺】。","コインを1回投げオモテなら、相手のバトルポケモンをマヒにする。","Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed."
"cmo1u8kkc3apk5ueemtv0zqkj","雙劍鞘","0680","attack","E","擲1次硬幣若為正面，則選擇1個對手的戰鬥寶可夢身上附加的能量，將其丟棄。","",""
"cmo1u8idf373g5uee70ba5kex","帝王拿波V","0395","ability","E","只要這隻寶可夢在戰鬥場上，對手場上的【基礎】寶可夢（「擁有規則的寶可夢」除外）的特性全部消除。","",""
"cmo1u81202crl5ueeft5puxt9","甲賀忍蛙ex","0658","attack","H","只要這隻寶可夢在備戰區，不會受到招式的傷害。 | 若希望，從自己的牌庫任意選擇1張卡加入手牌。並且重洗牌庫。 | 將2個這隻寶可夢身上附加的能量丟棄，對手的2隻寶可夢各受到120點傷害。[在備戰區不計算弱點・抵抗力。]","のぞむなら、自分の山札から好きなカードを1枚選び、手札に加える。そして山札を切る。 | このポケモンについているエネルギーを2個トラッシュし、相手のポケモン2匹に、それぞれ120ダメージ。［ベンチは弱点・抵抗力を計算しない。］","You may search your deck for a card and put it into your hand. Then, shuffle your deck."
"cmo1u7xaw26av5ueehzbbao8z","寶包繭","0541","ability","I","在自己的回合時可使用1次。將自己的戰鬥寶可夢恢復「20」HP。","自分の番に1回使える。自分のバトルポケモンのHPを「20」回復する。","Once during your turn, you may heal 20 damage from your Active Pokémon."
"cmo1u8kgz3ajz5ueev8xwp1o7","電擊獸","0125","attack","E","在下個自己的回合，這隻寶可夢無法使用「揮大拳」。","",""
"cmo1u8idn373t5uee064ofj7w","倫琴貓","0405","attack","E","對手的1隻寶可夢受到40點傷害。將這隻寶可夢與備戰寶可夢互換。[在備戰區不計算弱點・抵抗力。] | 若對手的戰鬥寶可夢身上放置有傷害指示物，則增加100點傷害。","","This attack does 40 damage to 1 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.) Switch this Pokémon with 1 of your Benched Pokémon. | If your opponent’s Active Pokémon already has any damage counters on it, this attack does 100 more damage."
"cmo1u8ifl37755ueesddlln3o","愛管侍","0876","attack","E","從自己的牌庫抽出2張卡。 | 造成自己的手牌的張數×10點傷害。","","Draw 2 cards. | This attack does 10 damage for each card in your hand."
"cmo1u7xr6273g5uee24jgng7k","新葉喵","0906","attack","G","從自己的牌庫選擇最多2張基本能量卡，在給對手看過後加入手牌。並且重洗牌庫。","自分の山札から基本エネルギーを2枚まで選び、相手に見せて、手札に加える。そして山札を切る。",""
"cmo1u7xb726bf5uee6lt5116r","萌芽鹿","0586","attack","I","將對手的戰鬥寶可夢與備戰寶可夢互換。[由對手選擇放置於戰鬥場的寶可夢。]","相手のバトルポケモンをベンチポケモンと入れ替える。［バトル場に出すポケモンは相手が選ぶ。］","Switch out your opponent’s Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.)"
"cmo1u7xb926bj5ueecjswzen5","小嘴蝸","0616","ability","I","若自己的場上有「蓋蓋蟲」，則這隻寶可夢就算在自己的最初回合或者剛使出的回合，也可進化。","自分の場に「カブルモ」がいるなら、このポケモンは、最初の自分の番や、出したばかりの番でも進化できる。","If you have Karrablast in play, this Pokémon can evolve during your first turn or the turn you play it."
"cmo1u8kh93akf5ueekjv12syi","卡璞・鳴鳴V","0785","attack","E","增加對手的場上寶可夢身上附加的能量的數量×40點傷害。 | 寶可夢【V】【氣絕】時，對手獲得2張獎賞卡。","",""
"cmo1u8kh63akb5uee5apzjnt7","逐電犬","0836","attack","E","在下個對手的回合，受到這個招式的寶可夢無法撤退。 | 若這隻寶可夢身上放置有傷害指示物，則這個招式只需要1個【雷】能量即可使用。","","During your opponent’s next turn, the Defending Pokémon can’t retreat. | If this Pokémon has any damage counters on it, this attack can be used for {L}."
"cmo1u7xbz26cs5ueet734k47j","雙刃丸","0502","attack","I","造成這隻寶可夢身上附加的能量的數量×30點傷害。","このポケモンについているエネルギーの数×30ダメージ。","This attack does 30 damage for each Energy attached to this Pokémon."
"cmo1u8khl3akz5ueep19g4948","噗噗豬","0326","attack","E","將對手的戰鬥寶可夢【混亂】。","","Your opponent’s Active Pokémon is now Confused."
"cmo1u8khx3alj5uee82jvozd0","超能妙喵","0678","ability","E","在自己的回合時，可使用1次。選擇1個放置於自己的場上寶可夢身上的傷害指示物，改放於對手的場上寶可夢身上。","","Once during your turn, you may move 1 damage counter from 1 of your Pokémon to 1 of your opponent’s Pokémon."
"cmo1u7yg128a45ueeygnersc3","豪力","0067","attack","G","將對手的牌庫上方1張卡丟棄。","相手の山札を上から1枚トラッシュする。",""
"cmo1u8idy374d5ueesy0i9yvv","奈克洛茲瑪V","0800","attack","E","對手的2隻備戰寶可夢也各受到20點傷害。[在備戰區不計算弱點・抵抗力。] | 若這隻寶可夢身上附有特殊能量，則增加120點傷害。 | 寶可夢【V】【氣絕】時，對手獲得2張獎賞卡。","",""
"cmo1u81832d1z5ueedbfj2j2z","雄偉牙","0984","attack","H","將對手的牌庫上方1張卡丟棄。在這個回合，若從手牌使出了「古代」支援者卡，則再丟棄3張。","相手の山札を上から1枚トラッシュする。この番、手札から「古代」のサポートを出して使っていたなら、さらに3枚トラッシュする。","Discard the top card of your opponent’s deck. If you played an Ancient Supporter card from your hand during this turn, discard 3 more cards in this way."
"cmo1u7o6t1qor5ueeyi79eo4m","鋁鋼龍","0884","attack","H","增加這隻寶可夢身上放置的傷害指示物的數量×10點傷害。","このポケモンにのっているダメカンの数×10ダメージ追加。","This attack does 10 more damage for each damage counter on this Pokémon."
"cmo1u8ki73alz5ueewteew5ph","天蠍王","0472","attack","E","擲2次硬幣，增加正面出現的次數×40點傷害。","","Flip 2 coins. This attack does 40 more damage for each heads."
"cmo1u8i8i36uz5uee0or4r7fd","赫拉克羅斯","0214","attack","E","擲2次硬幣，若全部為正面，則增加160點傷害。","","Flip 2 coins. If both of them are heads, this attack does 160 more damage."
"cmo1u8kix3an75uee8ys37rca","巨炭山","0839","attack","E","擲與這隻寶可夢身上附加的能量的數量相同次數的硬幣，造成正面出現的次數×90點傷害。 | 這隻寶可夢也受到50點傷害。","","Flip a coin for each Energy attached to this Pokémon. This attack does 90 damage for each heads. | This Pokémon also does 50 damage to itself."
"cmo1u7q7j1u5t5ueenc3jdir6","索羅亞克","0571","attack","I","造成對手的備戰寶可夢的數量×30點傷害。 | 選擇1個對手的戰鬥寶可夢持有的招式，作為這個招式使用。","相手のベンチポケモンの数×30ダメージ。 | 相手のバトルポケモンが持つワザを1つ選び、このワザとして使う。","This attack does 30 damage for each of your opponent’s Benched Pokémon. | Choose 1 of your opponent’s Active Pokémon’s attacks and use it as this attack."
"cmo1u8kj63ann5ueeze1shl1s","巨石丁","0874","attack","E","若場上有競技場卡，則增加30點傷害。 | 在下個自己的回合，這隻寶可夢無法使用「兆幅鐵錘」。","","If a Stadium is in play, this attack does 30 more damage. | During your next turn, this Pokémon can’t use Giga Hammer."
"cmo1u8kot3ax95ueesxzlkloy","敲音猴","0810","attack","E","擲2次硬幣，造成正面出現的次數×30點傷害。","",""
"cmo1u8igt379a5ueefq41lqg6","白蓬蓬","0830","ability","E","在自己的回合時，可使用1次。從自己的牌庫選擇最多2張基本能量卡，在給對手看過後加入手牌。並且重洗牌庫。","",""
"cmo1u6yc30iel5ueexvoma7vt","飄浮泡泡 雨水的樣子","0351","ability","E","若自己的棄牌區有8張以上的「競技場」卡，則這隻寶可夢使用招式所需的能量全部消除。","自分のトラッシュに「スタジアム」が8枚以上あるなら、このポケモンがワザを使うためのエネルギーは、すべてなくなる。","If you have 8 or more Stadium cards in your discard pile, ignore all Energy in this Pokémon’s attack costs."
"cmo1u8kje3ao05ueemfgjz19p","超音蝠","0041","attack","E","將這隻寶可夢與備戰寶可夢互換。","このポケモンをベンチポケモンと入れ替える。","Switch this Pokémon with 1 of your Benched Pokémon."
"cmo1u6ydn0iha5ueerzg9d49b","黑馬蕾冠王V","0898","attack","E","在對手的2隻寶可夢身上各放置5個傷害指示物。 | 寶可夢【V】【氣絕】時，對手獲得2張獎賞卡。","次の相手の番、相手は手札から、「特殊エネルギー」を出してつけられず「スタジアム」も出せない。 | 相手のポケモン2匹に、それぞれダメカンを5個のせる。",""
"cmo1u6xrm0hgn5uee2lkdfqwu","大嘴蝠","0042","ability","E","在自己的回合，當從手牌使出這張卡並完成進化時，可使用1次。從自己的牌庫抽出2張卡。","自分の番に、このカードを手札から出して進化させたとき、1回使える。自分の山札を2枚引く。","When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may draw 2 cards."
"cmo1u7xyc27fv5ueel1y77l3d","紅蓮鎧騎","0936","ability","G","在自己的回合時，可不限次數使用。選擇1個自己的備戰寶可夢身上附加的【火】能量，改附於戰鬥寶可夢身上。","自分の番に何回でも使える。自分のベンチポケモンについているエネルギーを1個選び、バトルポケモンにつけ替える。","As often as you like during your turn, you may move a {R} Energy from 1 of your Benched Pokémon to your Active Pokémon."
"cmo1u8kj83anr5ueehoon6tb3","伽勒爾 呆殼獸","0080","attack","E","將雙方的戰鬥寶可夢【中毒】。 | 若這隻寶可夢處於特殊狀態，則增加120點傷害。","","Both Active Pokémon are now Poisoned. | If this Pokémon is affected by a Special Condition, this attack does 120 more damage."
"cmo1u8kk03ap05ueesglhfiiw","青銅鐘","0437","ability","E","在自己的回合時，可不限次數使用。選擇1個自己的場上寶可夢身上附加的【鋼】能量，改附於自己的其他寶可夢身上。","","As often as you like during your turn, you may move a {M} Energy from 1 of your Pokémon to another of your Pokémon."
"cmo1u8kpz3az65ueezfeqe1g7","騰蹴小將","0814","attack","E","在下個自己的回合，這隻寶可夢無法使用招式。","",""
"cmo1u7qgn1ulc5ueexdgv72s2","勇士雄鷹","0628","attack","I","擲1次硬幣若為正面，則增加40點傷害。","コインを1回投げオモテなら、40ダメージ追加。","Flip a coin. If heads, this attack does 40 more damage."
"cmo1u81e02dc95ueekmbu5yyv","蝶結萌虻","0743","attack","H","在下個自己的回合，受到這個招式的寶可夢【昏厥】時，多獲得2張獎賞卡。","次の自分の番、このワザを受けたポケモンがきぜつしたとき、サイドを2枚多くとる。","You may move an Energy from your opponent’s Active Pokémon to 1 of their Benched Pokémon."
"cmo1u8kk83apc5ueey5ae4dj4","獨劍鞘","0679","attack","E","擲1次硬幣若為正面，則增加30點傷害。","",""
"cmo1u83lq2h145ueec9gedxuz","<阿響的>火爆獸","0157","attack","I","增加自己的棄牌區的「阿響的冒險」的張數×60點傷害。","自分のトラッシュにある「ヒビキの冒険」の枚数×60ダメージ追加。","This attack does 60 more damage for each Ethan’s Adventure card in your discard pile."
"cmo1u8ihn37aq5uee0ui7xhlh","美納斯","0350","ability","E","只要這隻寶可夢在場上，對手從手牌使出支援者時，這張卡的持有人與其手牌不會受到其效果的影響。","","Whenever your opponent plays a Supporter card from their hand, prevent all effects of that card done to you or your hand."
"cmo1u8kkq3aq85ueezhovchid","大舌舔","0463","attack","E","對手將對手自己的牌庫上方3張卡丟棄。或者對手選擇3張對手自己的手牌，將其丟棄。 | 將對手的戰鬥寶可夢與備戰寶可夢互換。[由對手選擇放置於戰鬥場的寶可夢。]","","Your opponent chooses to discard the top 3 cards of their deck or to discard 3 cards from their hand. | Your opponent switches their Active Pokémon with 1 of their Benched Pokémon."
"cmo1u7pli1t425uee8srw1qwp","火斑喵","0725","attack","H","擲1次硬幣若為正面，則將對手的戰鬥寶可夢【麻痺】。","コインを1回投げオモテなら、相手のバトルポケモンをマヒにする。","Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed."
"cmo1u8kkx3aqk5ueej12gh1ud","伊布","0133","attack","D","從自己的牌庫選擇1張從「伊布」進化而來的卡，在給對手看過後加入手牌。並且重洗牌庫。 | 擲1次硬幣若為反面，則這個招式失敗。","",""
"cmo1u7xbb26bn5uee5d9uusta","敏捷蟲","0617","attack","I","擲1次硬幣若為正面，則選擇1個對手的戰鬥寶可夢身上附加的能量，將其丟棄。","コインを1回投げオモテなら、相手のバトルポケモンについているエネルギーを1個選び、トラッシュする。","Flip a coin. If heads, discard an Energy from your opponent’s Active Pokémon."
"cmo1u8kl13aqs5uee5009cxlw","長毛狗V","0508","attack","E","若這個招式的傷害將對手的【基礎】寶可夢【氣絕】，則多獲得1張獎賞卡。 | 這隻寶可夢也受到30點傷害。 | 寶可夢【V】【氣絕】時，對手獲得2張獎賞卡。","",""
"cmo1u8krf3b1m5ueeuka7s3kx","白馬蕾冠王V","0898","attack","E","對手的所有備戰寶可夢也各受到10點傷害。[在備戰區不計算弱點・抵抗力。] | 寶可夢【V】【氣絕】時，對手獲得2張獎賞卡。","",""
"cmo1u8kln3ars5ueeqvvsjtf4","老翁龍","0780","attack","E","從自己的牌庫選擇最多2張【基礎】寶可夢卡，放置於備戰區。並且重洗牌庫。 | 擲硬幣直到出現反面，增加正面出現的次數×30點傷害。","",""
"cmo1u7ye4286r5uee593dsyyi","六尾","0037","attack","G","擲1次硬幣若為正面，則將對手的戰鬥寶可夢【灼傷】。","コインを1回投げオモテなら、相手のバトルポケモンをやけどにする。",""
"cmp2dg10j2tp0116cc7hmm26i","振翼髮","","attack","H","選擇1隻自己的備戰區的「古代」寶可夢，將所選的寶可夢身上放置的傷害指示物，全部改放於對手的戰鬥寶可夢身上。 | 在下個對手的回合，受到這個招式的寶可夢使用招式的傷害「-30」點。","自分のベンチの「古代」のポケモンを1匹選び、選んだポケモンにのっているダメカンをすべて、相手のバトルポケモンにのせ替える。 | 次の相手の番、このワザを受けたポケモンが使うワザのダメージは「-30」される。","During your opponent’s next turn, attacks used by the Defending Pokémon do 30 less damage (before applying Weakness and Resistance)."
"cmo1u7pxk1toq5uee1f93bg3y","艾姆利多","0481","attack","H","從自己的手牌選擇最多2張「基本【超】能量」卡，以任意方式附於自己的寶可夢身上。 | 若自己的備戰區沒有「由克希」「亞克諾姆」，則這個招式失敗。","自分の手札から「基本エネルギー」を2枚まで選び、自分のポケモンに好きなようにつける。 | 自分のベンチに「ユクシー」「アグノム」がいないなら、このワザは失敗。","If you don’t have Uxie and Azelf on your Bench, this attack does nothing."
"cmo1u8ko33aw15uee1ng7zpki","時拉比V","0251","attack","E","從自己的手牌選擇任意數量的【草】基本能量卡，以任意方式附於自己的寶可夢身上。 | 將這隻寶可夢與備戰寶可夢互換。 | 寶可夢【V】【氣絕】時，對手獲得2張獎賞卡。","",""
"cmo1u8i8l36v35uee1ry9vj5d","裙兒小姐","0549","attack","E","擲1次硬幣若為正面，則將對手的戰鬥寶可夢【睡眠】。若為反面，則將對手的戰鬥寶可夢【混亂】。","",""
"cmo1u8kow3axd5uee93h680rf","岩殿居蟹","0558","attack","E","擲1次硬幣若為正面，則增加60點傷害。","","Flip a coin. If heads, this attack does 60 more damage."
"cmo1u8kp63axt5ueeveawi6eb","轟擂金剛猩","0812","attack","E","將這隻寶可夢恢復「30」HP。 | 將自己的場上寶可夢身上附加的任意數量的能量丟棄，增加其張數×30點傷害。","","Heal 30 damage from this Pokémon. | Discard any amount of Energy from your Pokémon. This attack does 30 more damage for each card you discarded in this way."
"cmo1u8i8w36vn5ueectsp8ulc","火神蛾","0637","attack","E","選擇2個這隻寶可夢身上附加的能量，將其丟棄。","","Discard 2 Energy from this Pokémon."
"cmo1u7o0q1qed5ueemxygfowo","N的達摩狒狒","0555","attack","I","造成對手的棄牌區的基本能量卡的張數×30點傷害。 | 將這隻寶可夢身上附加的能量卡全部丟棄，對手的1隻備戰寶可夢也受到90點傷害。[在備戰區不計算弱點・抵抗力。]","相手のトラッシュにある基本エネルギーの枚数×30ダメージ。 | このポケモンについているエネルギーをすべてトラッシュし、相手のベンチポケモン1匹にも、90ダメージ。［ベンチは弱点・抵抗力を計算しない。］","This attack does 30 damage for each Basic Energy card in your opponent’s discard pile. | Discard all Energy from this Pokémon, and this attack also does 90 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
"cmo1u7dgx18f95ueectl22d46","魔尼尼","0439","attack","G","對手選擇對手自己的場上寶可夢持有的1個招式。被選擇的招式作為這個招式使用。","相手は相手自身の場のポケモンが持っているワザを1つ選ぶ。選ばれたワザをこのワザとして使う。","Your opponent chooses an attack from 1 of their Pokémon in play. Use the chosen attack as this attack."
"cmo1u7qa51ua65ueedgqt26xl","齒輪組","0600","attack","I","在下個對手的回合，這隻寶可夢受到招式的傷害「-20」點。","次の相手の番、このポケモンが受けるワザのダメージは「-20」される。","During your opponent’s next turn, this Pokémon takes 20 less damage from attacks (after applying Weakness and Resistance)."
"cmo1u7xfg26it5ueefg4ov04e","哈約克","0507","attack","I","將對手的戰鬥寶可夢與備戰寶可夢互換。[由對手選擇放置於戰鬥場的寶可夢。]","相手のバトルポケモンをベンチポケモンと入れ替える。［バトル場に出すポケモンは相手が選ぶ。］","Switch out your opponent’s Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.)"
"cmo1u8ktj3b575uee7g4sif6p","黑馬蕾冠王V","0898","attack","E","從自己的棄牌區選擇1張【超】能量卡，附於這隻寶可夢身上。 | 在下個對手的回合，受到這個招式的寶可夢無法撤退。 | 寶可夢【V】【氣絕】時，對手獲得2張獎賞卡。","",""
"cmo1u7pgp1svp5uee8c9nfzr2","小木靈","0708","attack","H","將這隻寶可夢恢復「20」HP。","このポケモンのHPを「20」回復する。","Heal 20 damage from this Pokémon."
"cmo1u8iah36yc5ueeai9yhiy5","地鼠","0050","attack","E","擲1次硬幣若為正面，則在下個對手的回合，這隻寶可夢不會受到招式的傷害與效果的影響。","",""
"cmo1u8ih7379y5ueecd7y8e41","巨翅飛魚","0226","attack","E","若希望，將這隻寶可夢與備戰寶可夢互換。","","You may switch this Pokémon with 1 of your Benched Pokémon."
"cmo1u8ihi37ai5ueeahb6d11r","巨沼怪","0260","ability","E","在自己的回合時，可使用1次。從自己的手牌選擇1張【水】或者【鬥】能量卡，附於自己的寶可夢身上。","","Once during your turn, you may attach a {W} Energy card or a {F} Energy card from your hand to 1 of your Pokémon."
"cmo1u7yer287w5ueemivzbr5w","派拉斯特","0047","attack","G","擲2次硬幣，從自己的牌庫選擇最多與正面出現的次數相同數量的【草】寶可夢卡，放置於備戰區。並且重洗牌庫。","コインを2回投げ、オモテの数ぶんまで、自分の山札からポケモンを選び、ベンチに出す。そして山札を切る。",""
"cmo1u6xkd0h455ueedyixrctm","巨牙鯊","0319","attack","E","選擇1隻對手的備戰寶可夢，與戰鬥寶可夢互換。 | 在下個自己的回合，這隻寶可夢無法使用招式。","相手のベンチポケモンを1匹選び、バトルポケモンと入れ替える。 | 次の自分の番、このポケモンはワザが使えない。","Switch 1 of your opponent’s Benched Pokémon with their Active Pokémon. | During your next turn, this Pokémon can’t attack."
"cmo1u8ihr37ay5ueelhnjcg9r","冰伊布V","0471","attack","E","從自己的牌庫選擇1張從這隻寶可夢進化而來的卡，放置於這隻寶可夢身上完成進化。並且重洗牌庫。 | 將場上的競技場卡丟棄。 | 寶可夢【V】【氣絕】時，對手獲得2張獎賞卡。","",""
"cmo1u7xra273o5ueepzab4t1l","蒂蕾喵","0907","attack","G","將對手的戰鬥寶可夢與備戰寶可夢互換。[由對手選擇放置於戰鬥場的寶可夢。]","相手のバトルポケモンをベンチポケモンと入れ替える。［バトル場に出すポケモンは相手が選ぶ。］",""
"cmo1u7zmy2abx5uee7xainltl","固拉多","0383","attack","G","從自己的手牌選擇1張「基本【鬥】能量」卡，附於自己的寶可夢身上。 | 將最多4張自己的場上寶可夢身上附加的能量卡丟棄，造成其張數×60點傷害。","自分の手札から「基本エネルギー」を1枚選び、自分のポケモンにつける。 | 自分の場のポケモンについているエネルギーを4枚までトラッシュし、その枚数×60ダメージ。",""
"cmo1u8ihz37ba5ueeee68mc5d","霹靂電球","0100","attack","E","擲1次硬幣若為反面，則這個招式失敗。","",""
"cmo1u7xrr274h5ueeiqf3o46i","火神蛾","0637","attack","G","從自己的棄牌區選擇1張「基本【火】能量」卡，附於這隻寶可夢身上。","自分のトラッシュから「基本エネルギー」を1枚選び、このポケモンにつける。","Attach a Basic {R} Energy card from your discard pile to this Pokémon."
"cmo1u7pr11tdg5ueesqb8ylga","波普海豚","0963","attack","H","在下個自己的回合，這隻寶可夢無法使用招式。","次の自分の番、このポケモンはワザが使えない。","During your next turn, this Pokémon can’t attack."
"cmo1u8iju37ei5uee32x2hzsq","貓老大","0053","attack","E","從自己的牌庫抽出1張卡。","","Draw a card."
"cmo1u8ii337bi5ueeem0yzavi","雷伊布V","0135","attack","E","對手的1隻寶可夢受到20點傷害。[在備戰區不計算弱點・抵抗力。] | 擲4次硬幣，造成正面出現的次數×60點傷害。 | 寶可夢【V】【氣絕】時，對手獲得2張獎賞卡。","",""
"cmo1u8krq3b225ueeepv64c8z","其他雷伊布VMAX","0135","attack","E","對手的身上放置有傷害指示物的1隻備戰寶可夢也受到100點傷害。[在備戰區不計算弱點・抵抗力。] | 寶可夢【VMAX】【氣絕】時，對手獲得3張獎賞卡。","",""
"cmo1u81lf2dob5ueeq54adssu","電飛鼠","0587","attack","H","雙方的所有備戰寶可夢也各受到10點傷害。  [在備戰區不計算弱點・抵抗力。]","おたがいのベンチポケモン全員にも、それぞれ10ダメージ。［ベンチは弱点・抵抗力を計算しない。］","This attack also does 10 damage to each Benched Pokémon (both yours and your opponent’s). (Don’t apply Weakness and Resistance for Benched Pokémon.)"
"cmo1u7yl228iq5ueeezn350e4","急凍鳥","0144","ability","G","若這隻寶可夢身上附有【水】能量卡，則這隻寶可夢【撤退】所需的能量全部消除。","このポケモンにエネルギーがついているなら、このポケモンのにげるためのエネルギーは、すべてなくなる。","If this Pokémon has any {W} Energy attached, it has no Retreat Cost."
"cmp2dg3w42xps116czbjqi7h8","利歐路","","attack","H","擲1次硬幣若為正面，則增加20點傷害。","コインを1回投げオモテなら、20ダメージ追加。","Flip a coin. If heads, this attack does 20 more damage."
"cmp2dfxs02p5u116cr6mw46ro","呆火鱷","","attack","G","擲1次硬幣若為正面，則將這隻寶可夢恢復「30」HP。","コインを1回投げオモテなら、このポケモンのHPを「30」回復する。",""
